video_name|index|start_frame|end_frame|start_sec|end_sec|target
1289910_1a1|8428|37995|38117|759.9|762.34|Wenn sie dann hörten „Nordsee“, war das nichts wert.
1289910_1a1|8429|38117|38169|762.34|763.38|Aber dort ist es auch schön.
1289910_1a1|8430|38169|38220|763.38|764.4|Das macht schon einen Unterschied, das stimmt.
1289910_1a1|8431|38749|38790|774.98|775.8|Und man kann noch Geld sparen.
1289910_1a1|8432|39076|39210|781.52|784.2|Man sollte nicht extra zehn Stunden wegen irgendwas fliegen.
1289910_1a1|8433|39365|39431|787.3|788.62|Der Stress kommt ja auch noch hinzu.
1289910_1a1|8434|39431|39603|788.62|792.06|Der Flug ist Stress, dann muss man sich um alles kümmern.
1289910_1a1|8435|39603|39756|792.06|795.12|Man muss alles organisieren, dass der Urlaub klappt und die Ausflüge klappen. Das ist anstrengend.
1289910_1a1|8436|39756|39847|795.12|796.94|Der Urlaub ist dann keine wirkliche Erholung.
1289910_1a1|8437|39847|39982|796.94|799.64|Man kennt sich in Deutschland aus und bleibt lieber hier.
1289910_1a1|8438|39982|40049|799.64|800.98|Man kann das ja auch abwechseln.
1289910_1a1|8439|40975|41039|819.5|820.78|Dann kann man seine Ziele abhaken.
1289910_1a1|8440|41039|41367|820.78|827.34|Aber man muss es auch genießen und es nicht nur machen, um da gewesen zu sein.
1289910_1a1|8441|41805|41926|836.1|838.52|Tja, Schule, Ausbildung und Arbeit sind halt auch wichtig.
1289910_1a1|8442|41926|41987|838.52|839.74|Daher muss man es dann verschieben.
1289910_1a1|8443|42215|42335|844.3|846.7|Ja, Abwechslung, stimmt.
1289910_1a1|8444|42335|42519|846.7|850.38|Fliegt dieser Rentner auch?
1289910_1a1|8445|42519|42645|850.38|852.9|Dann ist er aber bei guter Gesundheit und stabiler Verfassung.
1289910_1a1|8446|42645|42790|852.9|855.8|Viele alte Leute können ja gar nicht mehr fliegen.
1289910_1a1|8447|43094|43335|861.88|866.7|Sie müssen mit dem Wohnmobil oder so etwas reisen.
1289910_1a1|8448|43335|43567|866.7|871.34|So lange fliegen können sie nicht, aufgrund von Thrombose.
1289910_1a1|8449|43567|43845|871.34|876.9|Man will immer alles nachholen, aber man sollte es dann auch wirklich machen. Irgendwie bekommt man das zeitlich und finanziell schon hin.
1289910_1a1|8450|43845|43977|876.9|879.54|Nicht immer alles auf die Rentenzeit verschieben.
1289910_1a1|8451|44110|44260|882.2|885.2|Ja, so etwas wie ein Kompromiss wäre wichtig.
1289910_1a1|8452|44260|44462|885.2|889.24|Gesundheitlich geht es einem ja immer schlechter und man ist nicht immer fit.
1289910_1a1|8453|44462|44628|889.24|892.56|Wenn jemand natürlich immer fleißig Sport macht, geht das vielleicht, aber viele Leute tun das nicht.
1289910_1a1|8454|44628|44887|892.56|897.74|Deswegen sollte man schon nach einem Kompromiss suchen und nicht alles immer wieder auf morgen verschieben.
1289910_1a1|8455|45731|45867|914.62|917.34|Ab und zu kann man das machen.
1289910_1a1|8456|45867|46093|917.34|921.86|Aber immer, jedes Jahr damit unterwegs sein zu müssen, das stimmt, das will ich nicht.
1289910_1a1|8457|46093|46209|921.86|924.18|Damit zu fahren, darin zu schlafen, ja.
1289910_1a1|8458|46209|46502|924.18|930.04|Mit dem Wohnmobil finde ich es schöner, wenn man irgendwohin fährt und dort bleibt.
1289910_1a1|8459|46502|46686|930.04|933.72|Dann ein paar Tage später weiter fahren, das fände ich gut.
1289910_1a1|8460|46686|46801|933.72|936.02|Ein paar Tage würden mir schon reichen.
1289910_1a1|8461|46801|46948|936.02|938.96|Ein langes Wochenende, zum Beispiel von Freitag bis Montag, Dienstag wäre es okay.
1289910_1a1|8462|47239|47586|944.78|951.72|Ein Abenteuer wäre es, mit so einem alten VW Bully zu reisen, wie ihn Studenten mögen, das wäre auch nicht schlecht.
1289910_1a1|8463|48050|48132|961.0|962.64|Ja, das ist spannend, stimmt.
1289910_1a1|8464|48395|48586|967.9|971.72|Du bist noch jung und kannst noch viel erleben.
1289910_1a1|8465|48586|48657|971.72|973.14|Ja, ich bin auch noch jung.
1289910_1a1|8466|49658|49788|993.16|995.76|Man hat eine andere Perspektive, eine andere Sicht auf die Dinge.
1289910_1a1|8467|50145|50509|1002.9|1010.18|Es ist ja auch so, dass man mit siebzehn oder noch jünger noch viele Erfahrungen machen muss.
1289910_1a1|8468|50509|50665|1010.18|1013.3|Ich bin schon reifer und kenne mich aus.
1289910_1a1|8469|50868|50978|1017.36|1019.56|Man hat eine andere Sicht auf die Dinge.
1289910_1a1|8470|50978|51202|1019.56|1024.04|So jung zu sein, wie deine Cousine, war eine schöne Zeit, aber trotzdem würde ich die Zeit nicht zurückdrehen wollen und noch mal siebzehn sein.
1289910_1a1|8471|51202|51317|1024.04|1026.34|Lieber entwickelt man sich weiter, nicht wahr?!
1289910_1a1|8472|51415|51761|1028.3|1035.22|Aber mit vierzig zum Beispiel, möchte man nicht mehr zwanzig sein. Da ist man schon reifer, ruhiger und möchte nicht mehr diese ganze Aufregung und Action.
1289910_1a1|8473|51761|52102|1035.22|1042.04|Man hat mehr Zeit mit dreißig oder fast dreißig. Das ist ein schönes Alter und ich habe kein Problem damit.
1289910_1a1|8474|52102|52312|1042.04|1046.24|Wenn ich jemanden treffe, der noch jung ist, denke ich: „Ach, der macht noch Erfahrungen, er studiert, wie schön!“, aber dann ist das Thema für mich auch erledigt.
1289910_1a1|8475|52465|52618|1049.3|1052.36|Wir sind fertig mit unserem Gespräch.
1289910_1b1|8476|2657|3041|53.14|60.82|Man beginnt zu gebärden und nach zehn Minuten ist man angespannt und es schmerzt.
1289910_1b1|8477|3041|3437|60.82|68.74|Ja, das ist als ob die Bewegungen verkrampft und nicht mehr locker sind.
1289910_1b1|8478|3436|3579|68.72|71.58|Dazu passt irgendwie das Bild mit dem Wasser und den Händen, die hineingetaucht werden müssen.
1289910_1b1|8479|3710|3864|74.2|77.28|Aber selbst wenn man ein bisschen verkrampft, ist das einem egal.
1289910_1b1|8480|4450|4573|89.0|91.46|Es läuft auf den Teppich und an der Technik vorbei.
1289910_1b1|8481|4777|4871|95.54|97.42|Aber heute ist es ja nicht so schlimm warm.
1289910_1b1|8482|5321|5524|106.42|110.48|Es ist durchgängig heiß, aber eher so schwül.
1289910_1b1|8483|5762|5875|115.24|117.5|Ja, heute Abend fahre ich zurück nach Hause.
1289910_1b1|8484|6011|6135|120.22|122.7|Ja, gestern und heute hatte ich frei.
1289910_1b1|8485|6135|6336|122.7|126.72|Der Dozent ist sowieso krank, daher ist das kein Problem.
1289910_1b1|8486|6336|6449|126.72|128.98|Aber wir müssen uns auch nicht entschuldigen, wenn wir nicht da sind.
1289910_1b1|8487|6448|6510|128.96|130.2|Wir müssen für uns selber sorgen.
1289910_1b1|8488|6509|6753|130.18|135.06|Wenn ich nicht da bin oder keine Lust habe, arbeite ich selbstständig zu Hause.
1289910_1b1|8489|6753|6805|135.06|136.1|Das ist okay.
1289910_1b1|8490|6923|7008|138.46|140.16|Ja, bald ist es ein Jahr.
1289910_1b1|8491|7531|7703|150.62|154.06|Wenn das Dolmetschen hinzukommt, dann sind es insgesamt fünf Jahre.
1289910_1b1|8492|7770|7922|155.4|158.44|Aber die Zeit bisher ging total schnell vorbei.
1289910_1b1|8493|7995|8116|159.9|162.32|Das Jahr ist schnell vergangen, ja!
1289910_1b1|8494|8923|9009|178.46|180.18|Das kann ruhig später kommen.
1289910_1b1|8495|10637|10747|212.74|214.94|Ich hatte ganz viel/
1289910_1b1|8496|10747|10953|214.94|219.06|Als ich nach Berlin umgezogen bin, sagten mir ganz viele Leute, dass sie mich besuchen wollten.
1289910_1b1|8497|10953|11055|219.06|221.1|Ich sagte auch allen zu.
1289910_1b1|8498|11528|11641|230.56|232.82|Ich war noch keine zwei Tage alleine.
1289910_1b1|8499|11641|11733|232.82|234.66|Ununterbrochen hat mich jemand besucht.
1289910_1b1|8500|11733|11886|234.66|237.72|Dazu die Uni und ich muss das alles koordinieren.
1289910_1b1|8501|11886|12037|237.72|240.74|Ab jetzt ist es für mich wichtig, mir Zeit für mich zu nehmen.
1289910_1b1|8502|12037|12117|240.74|242.34|Das kennst du ja aus eigener Erfahrung.
1289910_1b1|8503|12117|12260|242.34|245.2|Viel Stress und dann ist man kaputt.
1289910_1b1|8504|14330|14504|286.6|290.08|Klar, alle klagen zuerst einmal und finden alles scheiße.
1289910_1b1|8505|14504|14678|290.08|293.56|Ich passe mich da auch selber meist an und stimme anderen dabei zu.
1289910_1b1|8506|15728|15817|314.56|316.34|Ich snowboarde.
1289910_1b1|8507|16322|16455|326.44|329.1|Ja, klar, brauche ich auch.
1289910_1b1|8508|17185|17305|343.7|346.1|Machst du diesen Sommer Urlaub?
1289910_1b1|8509|18848|18993|376.96|379.86|Bis jetzt noch nie?
1289910_1b1|8510|19338|19388|386.76|387.76|Ja, das kenne ich.
1289910_1b1|8511|19388|19430|387.76|388.6|Ich benutze die auch.
1289910_1b1|8512|20177|20316|403.54|406.32|Du brauchst auch mal Zeit für dich.
1289910_1b1|8513|22041|22160|440.82|443.2|Ist es dort auch wie in Afrika?
1289910_1b1|8514|22160|22354|443.2|447.08|Dort ist es doch im Sommer nicht so heiß, also eher gemäßigt, oder?
1289910_1b1|8515|22354|22480|447.08|449.6|Das Wetter wechselt dort doch auch, oder?
1289910_1b1|8516|22480|22567|449.6|451.34|Ist es dort das ganze Jahr über heiß?
1289910_1b1|8517|23781|24005|475.62|480.1|Nein, eine Freundin hat nach dem Abi überlegt, was sie machen soll/
1289910_1b1|8518|24120|24255|482.4|485.1|Sie hat ein Jahr „Work and Travel“ gemacht.
1289910_1b1|8519|24255|24278|485.1|485.56|Das war schön.
1289910_1b1|8520|24278|24428|485.56|488.56|Als ich Fotos gesehen habe, war ich neidisch und wäre eigentlich auch gerne mitgefahren.
1289910_1b1|8521|24889|24960|497.78|499.2|Und viel reisen.
1289910_1b1|8522|25048|25257|500.96|505.14|Auf einem Foto habe ich ein süßes Kängurubaby gesehen.
1289910_1b1|8523|26294|26348|525.88|526.96|Dort ist es wirklich sehr toll.
1289910_1b1|8524|26347|26517|526.94|530.34|Aber das Foto kann das gar nicht richtig darstellen.
1289910_1b1|8525|26538|26586|530.76|531.72|Das ist unmöglich.
1289910_1b1|8526|28267|28338|565.34|566.76|Da muss man schon länger bleiben.
1289910_1b1|8527|28751|28867|575.02|577.34|Sechs Monate bezahlten Urlaub gibt es doch gar nicht.
1289910_1b1|8528|28988|29077|579.76|581.54|Könnte sein, ja.
1289910_1b1|8529|32411|32605|648.22|652.1|Viel Verschiedenes, zum Beispiel Urwald/
1289910_1b1|8530|32605|32833|652.1|656.66|Genauso, schon mal kurz gesehen/
1289910_1b1|8531|33747|34106|674.94|682.12|Sie hat mir erzählt, dass sie in einer Stadt war, die ihr gut gefiel, und sie sich entschied, dort zwei Monate zu bleiben.
1289910_1b1|8532|34106|34289|682.12|685.78|Das war am Anfang, als sie noch dachte, sie hätte viel Zeit und es wäre egal.
1289910_1b1|8533|34289|34679|685.78|693.58|Die letzten drei oder vier Monate hätte sie sich jedoch gefragt, wo die Zeit geblieben sei.
1289910_1b1|8534|34679|34959|693.58|699.18|Jetzt wollte sie weiter reisen, schaffte es zeitlich aber nicht mehr.
1289910_1b1|8535|34959|35220|699.18|704.4|Man muss sich bewußt machen, dass man „nur“ ein Jahr Zeit hat.
1289910_1b1|8536|36877|36952|737.54|739.04|Zu Grundschulzeiten/
1289910_1b1|8537|36952|37406|739.04|748.12|Da wurde ich immer ganz komisch angeschaut, wenn ich erzählte, dass wir in den Sommerferien Urlaub in Deutschland machten, irgendwo an der Nordsee.
1289910_1b1|8538|37696|37951|753.92|759.02|Einer erzählte, dass er in die USA flog und alle anderen verneigten sich quasi vor demjenigen.
1289910_1b1|8539|38266|38640|765.32|772.8|Hier in Deutschland bin ich einmal in Bayern gewesen, das war eine schöne Gegend im Süden.
1289910_1b1|8540|38640|38712|772.8|774.24|Es kann auch ganz nah schön sein.
1289910_1b1|8541|39192|39355|783.84|787.1|Wenn man weit hinfährt und dann stellt man vielleicht fest, dass es dort langweilig ist.
1289910_1b1|8542|40318|40606|806.36|812.12|Meine Tante und mein Onkel reisen auch viel und erzählen mir immer davon.
1289910_1b1|8543|40606|40773|812.12|815.46|Sie erzählen mir auch, wohin sie noch überall fahren wollen.
1289910_1b1|8544|40773|40918|815.46|818.36|Aber wie wollen die das alles zeitlich unterbringen?
1289910_1b1|8545|41249|41329|824.98|826.58|Ja, das ist richtig!
1289910_1b1|8546|41992|42172|839.84|843.44|Aber nur zu reisen wäre doch auch langweilig.
1289910_1b1|8547|42172|42281|843.44|845.62|Man braucht auch einen Ausgleich.
1289910_1b1|8548|42480|42522|849.6|850.44|Ja, auch.
1289910_1b1|8549|43062|43160|861.24|863.2|Wenn es gesundheitlich schlecht aussieht, kann man nicht mehr reisen.
1289910_1b1|8550|44005|44110|880.1|882.2|Ja, man muss es sich aufteilen, eben einen Kompromiss finden.
1289910_1b1|8551|45139|45257|902.78|905.14|Mit dem Wohnmobil zu verreisen ist auch interessant.
1289910_1b1|8552|45364|45484|907.28|909.68|Ich war in Norwegen mit dem Wohnmobil.
1289910_1b1|8553|45484|45540|909.68|910.8|Das war interessant.
1289910_1b1|8554|45540|45751|910.8|915.02|Dauerhaft wäre das Wohnmobil aber auch nichts für mich.
1289910_1b1|8555|47644|47980|952.88|959.6|In Australien hatten sie wohl auch so einen Bus, den sie unterwegs auch schon mal selber reparieren mussten.
1289910_1b1|8556|47980|48096|959.6|961.92|Das ist irgendwie auch spannend.
1289910_1b1|8557|48231|48303|964.62|966.06|Mal schauen, vielleicht mache ich das auch mal.
1289910_1b1|8558|48531|48599|970.62|971.98|Du bist auch noch jung.
1289910_1b1|8559|49277|49476|985.54|989.52|Ich dachte nur, wie jung das doch ist und fühlte mich selber so alt.
1289910_1b1|8560|49476|49688|989.52|993.76|Das ist abhängig von der Situation, dem Umfeld.
1289910_1b1|8561|49777|49972|995.54|999.44|Du fühlst dich doch selbst auch alt und denkst dir, wenn du andere siehst: „Oh Mann, die ist erst 22 und noch so jung!“
1289910_1b1|8562|49972|50083|999.44|1001.66|Aber wenn man mal genau schaut, bist du mit 28 auch jung.
1289910_1b1|8563|50581|50722|1011.62|1014.44|Fünf Jahre älter ist nicht viel.
1289910_1b1|8564|51179|51293|1023.58|1025.86|Nein, danke.
1289827-15544446-15594938_1a1|8565|458|556|9.16|11.12|Was gibt es denn da noch?
1289827-15544446-15594938_1a1|8566|877|962|17.54|19.24|Ich gebärde anders als sie.
1289827-15544446-15594938_1a1|8567|2226|2372|44.52|47.44|Meine Oma auch, aber ich gebärde GRÜN so.
1289827-15544446-15594938_1a1|8568|3750|3864|75.0|77.28|Ich gebärde AUGUST so, meine Oma verwendet eine andere Gebärde.
1289827-15544446-15594938_1a1|8569|3965|4104|79.3|82.08|Die Gebärde AUGUST passt gut zum Sommer, da die Schule dann auch wieder beginnt.
1289827-15544446-15594938_1a1|8570|5734|5858|114.68|117.16|WIND gebärdet sie auch nicht so, sondern so.
1289827-15544446-15594938_1a1|8571|8017|8077|160.34|161.54|Diese Gebärde für FRAU ist locker.
1289827-15544446-15594938_1a1|8572|8933|9055|178.66|181.1|Ich gebärde PARTNER so.
1289827-15544446-15594938_1a1|8573|9223|9322|184.46|186.44|Es gibt verschiedene Gebärden und da übernehme ich hin und wieder welche.
1289827-15544446-15594938_1a1|8574|9741|9827|194.82|196.54|„Ich bin verheiratet“ gebärdet meine Oma so.
1289827-15544446-15594938_1a1|8575|9827|9872|196.54|197.44|„Ich bin verheiratet.“
1289827-15544446-15594938_1a1|8576|9872|9928|197.44|198.56|Wir beide gebärden VERHEIRATET ja so, nicht wahr?
1289827-15544446-15594938_1a1|8577|9928|9971|198.56|199.42|Würdest du „Ich bin verheiratet“ auch so gebärden?
1289827-15544446-15594938_1a1|8578|10488|10546|209.76|210.92|Hast du noch Ideen für Wörter?
1289827-15544446-15594938_1a1|8579|10546|10596|210.92|211.92|Dann würde mir bestimmt was einfallen.
1289827-15544446-15594938_1a1|8580|10596|10646|211.92|212.92|So fallen mir keine mehr ein.
1289827-15544446-15594938_1a1|8581|10706|10747|214.12|214.94|Ich gebärde FAMILIE so.
1289827-15544446-15594938_1a1|8582|10791|10930|215.82|218.6|Ah, meine Oma gebärdet FAMILIE so.
1289827-15544446-15594938_1a1|8583|11861|11912|237.22|238.24|Oma gebärdet VATER so.
1289827-15544446-15594938_1a1|8584|11912|11948|238.24|238.96|Ich gebärde es anders als sie.
1289827-15544446-15594938_1a1|8585|13037|13146|260.74|262.92|Oma gebärdet HAUSFRAU.
1289827-15544446-15594938_1a1|8586|13286|13376|265.72|267.52|Meine Oma gebärdet SCHNEIDER.
1289827-15544446-15594938_1a1|8587|13376|13487|267.52|269.74|Meine Oma gebärdet HAUSFRAU.
1289827-15544446-15594938_1a1|8588|13488|13576|269.76|271.52|Als Beruf fällt mir noch PUTZFRAU ein.
1289827-15544446-15594938_1a1|8589|13801|13887|276.02|277.74|PUTZFRAU gebärden meine Oma und ich gleich.
1289827-15544446-15594938_1a1|8590|13971|14062|279.42|281.24|Sie gebärdet SCHNEIDER so, also etwas professioneller.
1289827-15544446-15594938_1a1|8591|14383|14415|287.66|288.3|POLSTERER meinst du?
1289827-15544446-15594938_1a1|8592|14727|14785|294.54|295.7|Ich gebärde KOCHEN so.
1289827-15544446-15594938_1a1|8593|14785|14819|295.7|296.38|KOCHEN ist auch ein Beispiel.
1289827-15544446-15594938_1a1|8594|15060|15162|301.2|303.24|SPÜLEN gebärde ich so, sie gebärdet es so.
1289827-15544446-15594938_1b1|8595|1848|1953|36.96|39.06|Typisch ist doch auch die Gebärde GRÜN.
1289827-15544446-15594938_1b1|8596|1953|2007|39.06|40.14|Jetzt wird GRÜN so gebärdet.
1289827-15544446-15594938_1b1|8597|2007|2130|40.14|42.6|Andere gebärden GRÜN mittlerweile so, aber ich benutze noch diese Form für GRÜN.
1289827-15544446-15594938_1b1|8598|2130|2257|42.6|45.14|Früher wurde immer fröhlich GRÜN so gebärdet, jetzt gebärden sie es so.
1289827-15544446-15594938_1b1|8599|2308|2406|46.16|48.12|Es gibt GRÜN so oder so.
1289827-15544446-15594938_1b1|8600|3091|3205|61.82|64.1|AUGUST so oder auch so.
1289827-15544446-15594938_1b1|8601|3451|3554|69.02|71.08|Ich wundere mich gerade, warum denn AUGUST so?
1289827-15544446-15594938_1b1|8602|7492|7552|149.84|151.04|Du gebärdest doch genau wie ich FRAU so.
1289827-15544446-15594938_1b1|8603|7551|7685|151.02|153.7|Diese Gebärde für FRAU finde ich komisch.
1289827-15544446-15594938_1b1|8604|9647|9749|192.94|194.98|Ich nicht, ich gebärde MEIN MANN.
1289827-15544446-15594938_1b1|8605|10861|10930|217.22|218.6|Ja, FAMILIE kann so gebärdet werden.
1289827-15544446-15594938_1b1|8606|14455|14656|289.1|293.12|Ich dachte POLSTERER wird anders gebärdet.
1247205_1a1|8607|7212|7269|144.24|145.38|Ein netter Mann!
1247205_1a1|8608|8358|8499|167.16|169.98|Es sind meistens die Ausländer, die super gut sprechen.
1247205_1a1|8609|9047|9123|180.94|182.46|Muss das bei der Polizei gemeldet werden?
1247205_1a1|8610|9264|9375|185.28|187.5|Wichtig ist, dass ihr beide das erledigt.
1247205_1a1|8611|11081|11161|221.62|223.22|Du hattest zitternde Knie?
1247205_1a1|8612|12636|12702|252.72|254.04|Es war besser, dass du dich gemeldet hast, als/
1247205_1a1|8613|12702|12840|254.04|256.8|Aber hättest du es gemacht, wenn du Alkohol getrunken hättest? Soll man sich dann auch melden?
1247205_1a1|8614|12924|13056|258.48|261.12|Ein Glück ist, dass das ein guter Mensch ist.
1247205_1a1|8615|13412|13632|268.24|272.64|Aber war es nicht schwierig einzuschätzen, zu welchem der Häuser du hingehst? Aber dann hast du gedacht, egal und hast einfach mal geklingelt.
1247205_1a1|8616|13644|13724|272.88|274.48|Aber es war Zufall, dass das Auto und das Haus so nah waren.
1247205_1a1|8617|13724|13824|274.48|276.48|Du hast beim ersten Haus geklingelt, es hat nicht geklappt und dann bist du weiter gegangen, oder wie?
1247205_1a1|8618|15126|15182|302.52|303.64|Aber der Schock?
1247205_1a1|8619|15182|15232|303.64|304.64|Frühe hatte ich/
1247205_1a1|8620|15232|15460|304.64|309.2|Ich hatte früher ein Fahrrad und meine Mutter gab mir eine schwere Tasche mit, die ich über das Lenkrad gehängt hatte, welches sich dann nach rechts verdrehte.
1247205_1a1|8621|15460|15493|309.2|309.86|Du weißt, was ich meine?!
1247205_1a1|8622|15493|15700|309.86|314.0|Ich fuhr mit dem Fahrrad und plötzlich verdrehte sich der Lenker nach rechts und ich stieß gegen den Außenspiegel eines Autos, an dem ich haarscharf vorbeifuhr und der brach ab.
1247205_1a1|8623|15701|15748|314.02|314.96|Ich war total aufgeregt.
1247205_1a1|8624|15747|15899|314.94|317.98|Meine Mutter sah mich und bereute es sehr, dass sie mir die schwere Tasche mitgegeben hatte.
1247205_1a1|8625|15899|15997|317.98|319.94|Sie kam zu mir und sagte, dass ich die Tasche tragen muss und ich nahm es so hin.
1247205_1a1|8626|16269|16388|325.38|327.76|Sie sagte: „Nein, ich schreibe einen Zettel und du gehst weg.“
1247205_1a1|8627|16388|16543|327.76|330.86|Damals war ich jung, 14 Jahre alt und in dieser Zeit hatte man Angst und sich geschämt.
1247205_1a1|8628|16612|16715|332.24|334.3|Später dachte meine Mutter, dass es falsch gewesen war, mich fortzuschicken.
1247205_1a1|8629|16715|16860|334.3|337.2|Es war nicht gut, weil ich einen Schock gehabt hatte und ihren Befehl einfach hinnahm und nach Hause radelte.
1247205_1a1|8630|16860|16984|337.2|339.68|Normalerweise, wenn so etwas passiert, sollte man ruhig bleiben.
1247205_1a1|8631|16984|17114|339.68|342.28|Aber meine Mutter reagierte schnell und schickte mich nach Hause, so als ob sie sich schämte.
1247205_1a1|8632|17114|17213|342.28|344.26|Nein, so nicht, man muss bleiben und warten.
1247205_1a1|8633|17618|17724|352.36|354.48|Der Außenspiegel des Autos war kaputt.
1247205_1a1|8634|17724|17893|354.48|357.86|Sie musste es aus eigener Tasche bezahlen, weil wir keine Autoversicherung besaßen und es war ja ein Fahrradunfall.
1247205_1a1|8635|17893|17994|357.86|359.88|Gut, dass du eine Autoversicherung hast.
1247205_1a1|8636|18029|18105|360.58|362.1|Aber ich hatte keine Versicherung für das Fahrrad.
1247205_1a1|8637|18105|18179|362.1|363.58|Ich glaube, die Tasche war einfach zu schwer.
1247205_1a1|8638|18179|18388|363.58|367.76|Der Lenker verdrehte sich unter dem Gewicht der Tasche nach rechts und brach dann den Außenspiegel des Autos ab.
1247205_1a1|8639|18496|18658|369.92|373.16|Nee nee, früher kostete es 20 Euro, äh, 20 Mark.
1247205_1a1|8640|19149|19345|382.98|386.9|Hat dein Auto an der rechten Seite Kratzer und ist kaputt?
1247205_1a1|8641|19345|19498|386.9|389.96|Kratzer von vorne bis hinten entlang? Ach so.
1247205_1a1|8642|19516|19647|390.32|392.94|Ist das andere Auto in Ordnung?
1247205_1a1|8643|19702|19886|394.04|397.72|Du bist nicht richtig gefahren und bestimmt an dem anderen Auto entlang geschrammt?
1247205_1a1|8644|19886|19941|397.72|398.82|Hast du das nicht gespürt?
1247205_1a1|8645|20194|20296|403.88|405.92|Das heißt, du warst zu nah.
1247205_1a1|8646|20296|20358|405.92|407.16|Hast du nichts gesehen?
1247205_1a1|8647|20362|20452|407.24|409.04|Das heißt, mit deinen Augen stimmt was nicht, vielleicht?
1247205_1a1|8648|21179|21560|423.58|431.2|Als ich mal meine Mutter besuchte, fuhr ich mit dem Auto hin und ich hatte Glück, dass vor der Ortschaft ein Schild stand.
1247205_1a1|8649|21560|21660|431.2|433.2|Ich fuhr darauf zu und als ich es sah, ärgerte ich mich über denjenigen, der das gemacht hatte.
1247205_1a1|8650|21660|21837|433.2|436.74|Und da stand so eine Art kleines Wohnmobil, wie ein VW-Bus, nur größer.
1247205_1a1|8651|21837|22148|436.74|442.96|Ein Ford, hoch wie ein Kasten, in dunkelrot, nein so ähnlich, wie die Farbe eines Rotweins.
1247205_1a1|8652|22148|22259|442.96|445.18|Der parkte da auf der Straße.
1247205_1a1|8653|22259|22367|445.18|447.34|Ganz nah an dem weißen Seitenstreifen.
1247205_1a1|8654|22367|22565|447.34|451.3|Ich dachte, ist der bescheuert da zu parken, denn normalerweise parkten alle Autos davor nach rechts mit Abstand zum weißen Seitenstreifen.
1247205_1a1|8655|23038|23223|460.76|464.46|Ich fuhr da also unbewusst entlang und war so in Gedanken, als ich mich erschreckte und auswich.
1247205_1a1|8656|23223|23373|464.46|467.46|Ich war so verärgert darüber, dass der Wagen so an der Kante stand.
1247205_1a1|8657|23373|23653|467.46|473.06|Es gibt Leute, die verhalten sich manchmal unmöglich und radikal.
1247205_1a1|8658|23653|23768|473.06|475.36|Sie wünschen sich, dass jemand ihr Auto anfahren soll, so dass sie ein neues Auto bekommen.
1247205_1a1|8659|23807|23902|476.14|478.04|Ich sah, dass es ein altes Auto war.
1247205_1a1|8660|23902|23990|478.04|479.8|Meine Versicherung sollte für ein neues Auto aufkommen.
1247205_1a1|8661|24353|24519|487.06|490.38|Ja, aber so oder so muss ich lernen, langsamer zu fahren.
1247205_1a1|8662|24519|24635|490.38|492.7|Wenn man zu schnell fährt, ist es so laut.
1247205_1a1|8663|24635|24775|492.7|495.5|Man muss langsam fahren, 50 km/h.
1247205_1a1|8664|24775|24882|495.5|497.64|Es fahren sowieso alle mit 50 km/h.
1247205_1a1|8665|25662|25752|513.24|515.04|Besser als ein schlimmer Unfall.
1247205_1a1|8666|26042|26113|520.84|522.26|Eine Verletzung am Körper oder am Rücken oder so wäre schlimmer.
1247205_1a1|8667|26113|26231|522.26|524.62|Lieber das Auto geschrammt, das ist nicht so schlimm.
1247205_1a1|8668|26241|26392|524.82|527.84|Aber du hattest Glück, dass der Nachbar gut und nett zu dir war.
1247205_1a1|8669|26445|26584|528.9|531.68|Ein Glück, dass du eine leichte Aufgabe hattest.
1247205_1a1|8670|26583|26745|531.66|534.9|Die Polizei wünscht sich, dass es gut klappt und ist froh darüber.
1247205_1a1|8671|26745|26919|534.9|538.38|Kleinigkeiten wie Streitereien sind für die Polizei mühsam.
1247205_1a1|8672|26919|27046|538.38|540.92|Sie sieht es nicht so gern, denn sie hat viel Arbeit und will auch Feierabend haben.
1247205_1a1|8673|28395|28443|567.9|568.86|Aber ich glaube nicht, dass es zu wenig war, oder?
1247205_1a1|8674|28443|28556|568.86|571.12|Die Entschädigung hat sich durch die Länge des Prozesses mit der Zeit erhöht.
1247205_1a1|8675|28789|28865|575.78|577.3|Er selbst, du nicht.
1247205_1a1|8676|28864|28940|577.28|578.8|Du standest bei Null.
1247205_1a1|8677|29294|29473|585.88|589.46|Du hattest einen Rechtsschutzbrief fürs Gericht?
1247205_1a1|8678|29472|29507|589.44|590.14|Du besitzt einen Rechtsschutzbrief.
1247205_1a1|8679|29507|29681|590.14|593.62|Ist der nur für das Auto oder allgemein?
1247205_1a1|8680|29732|29826|594.64|596.52|Im Jahr, wie viel bezahlst du?
1247205_1a1|8681|30141|30306|602.82|606.12|Ach, auch für den Arbeitsplatz?
1247205_1a1|8682|30726|30863|614.52|617.26|Das bedeutet, meine Autoversicherung kostet ca. 110 Euro.
1247205_1a1|8683|30863|30940|617.26|618.8|Da kann ich lieber deine Versicherung dazu nehmen für 170 Euro.
1247205_1a1|8684|30939|31014|618.78|620.28|Das ist billiger.
1247205_1a1|8685|31017|31131|620.34|622.62|Weißt du zufällig den Namen deiner Versicherung?
1247205_1a1|8686|31400|31517|628.0|630.34|Meine Versicherung heißt R und V.
1247205_1a1|8687|31517|31633|630.34|632.66|R plus V.
